ID,Providers_08_09,Providers_09_10,Providers_10_11,Providers_11_12,Providers_12_13,Providers_13_14,Providers_14_15,Providers_15_16,Providers_16_17,Providers_17_18,Providers_18_19,Providers_19_20,Providers_20_21,Providers_21_22
RJR,Countess Of Chester Hospital NHS Foundation Trust,Countess Of Chester Hospital NHS Foundation Trust,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Countess Of Chester Hospital NHS Foundation Trust,Countess Of Chester Hospital NHS Foundation Trust (RJR),Countess Of Chester Hospital NHS Foundation Trust (RJR),Countess Of Chester Hospital NHS Foundation Trust (RJR),Countess Of Chester Hospital NHS Foundation Trust (RJR),Countess of Chester Hospital NHS Foundation Trust (RJR),Countess of Chester Hospital NHS Foundation Trust (RJR),Countess Of Chester Hospital NHS Foundation Trust - (RJR),Countess Of Chester Hospital NHS Foundation Trust,Countess of Chester Hospital NHS Foundation Trust
RJX,Calderstones Partnership NHS Foundation Trust,Calderstones Partnership NHS Foundation Trust,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,Calderstones Partnership NHS Foundation Trust,Calderstones Partnership NHS Foundation Trust (RJX),Calderstones Partnership NHS Foundation Trust (RJX),Calderstones Partnership NHS Foundation Trust (RJX),,,,,,
RJZ,King's College Hospital NHS Foundation Trust,King's College Hospital NHS Foundation Trust,KING's COLLEGE HOSPITAL NHS FOUNDATION TRUST,KING's COLLEGE HOSPITAL NHS FOUNDATION TRUST,King's College Hospital NHS Foundation Trust,King's College Hospital NHS Foundation Trust (RJZ),King's College Hospital NHS Foundation Trust (RJZ),King's College Hospital NHS Foundation Trust (RJZ),King's College Hospital NHS Foundation Trust (RJZ),King's College Hospital NHS Foundation Trust (RJZ),King's College Hospital NHS Foundation Trust (RJZ),King's College Hospital NHS Foundation Trust - (RJZ),King's College Hospital NHS Foundation Trust,King's College Hospital NHS Foundation Trust
RK5,Sherwood Forest Hospitals NHS Foundation Trust,Sherwood Forest Hospitals NHS Foundation Trust,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Sherwood Forest Hospitals NHS Foundation Trust,Sherwood Forest Hospitals NHS Foundation Trust (RK5),Sherwood Forest Hospitals NHS Foundation Trust (RK5),Sherwood Forest Hospitals NHS Foundation Trust (RK5),Sherwood Forest Hospitals NHS Foundation Trust (RK5),Sherwood Forest Hospitals NHS Foundation Trust (RK5),Sherwood Forest Hospitals NHS Foundation Trust (RK5),Sherwood Forest Hospitals NHS Foundation Trust - (RK5),Sherwood Forest Hospitals NHS Foundation Trust,Sherwood Forest Hospitals NHS Foundation Trust
RK9,Plymouth Hospitals NHS Trust,Plymouth Hospitals NHS Trust,PLYMOUTH HOSPITALS NHS TRUST,PLYMOUTH HOSPITALS NHS TRUST,Plymouth Hospitals NHS Trust,Plymouth Hospitals NHS Trust (RK9),Plymouth Hospitals NHS Trust (RK9),Plymouth Hospitals NHS Trust (RK9),Plymouth Hospitals NHS Trust (RK9),Plymouth Hospitals NHS Trust (RK9),University Hospitals Plymouth NHS Trust (RK9),University Hospitals Plymouth NHS Trust - (RK9),University Hospitals Plymouth NHS Trust,University Hospitals Plymouth NHS Trust
RKB,University Hospitals Coventry And Warwickshire NHS Trust,University Hospitals Coventry And Warwickshire NHS Trust,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,University Hospitals Coventry and Warwickshire NHS Trust,University Hospitals Coventry And Warwickshire NHS Trust (RKB),University Hospitals Coventry and Warwickshire NHS Trust (RKB),University Hospitals Coventry and Warwickshire NHS Trust (RKB),University Hospitals Coventry and Warwickshire NHS Trust (RKB),University Hospitals Coventry and Warwickshire NHS Trust (RKB),University Hospitals Coventry and Warwickshire NHS Trust (RKB),University Hospitals Coventry And Warwickshire NHS Trust - (RKB),University Hospitals Coventry And Warwickshire NHS Trust,University Hospitals Coventry and Warwickshire NHS Trust
RKE,The Whittington Hospital NHS Trust,The Whittington Hospital NHS Trust,THE WHITTINGTON HOSPITAL NHS TRUST,THE WHITTINGTON HOSPITAL NHS TRUST,The Whittington Hospital NHS Trust,The Whittington Hospital NHS Trust (RKE),The Whittington Hospital NHS Trust (RKE),The Whittington Hospital NHS Trust (RKE),The Whittington Hospital NHS Trust (RKE),The Whittington Hospital NHS Trust (RKE),Whittington Health NHS Trust (RKE),Whittington Health NHS Trust - (RKE),Whittington Health NHS Trust,Whittington Health NHS Trust
RKL,West London Mental Health NHS Trust,West London Mental Health NHS Trust,WEST LONDON MENTAL HEALTH NHS TRUST,WEST LONDON MENTAL HEALTH NHS TRUST,West London Mental Health NHS Trust,West London Mental Health NHS Trust (RKL),West London Mental Health NHS Trust (RKL),West London Mental Health NHS Trust (RKL),West London Mental Health NHS Trust (RKL),West London Mental Health NHS Trust (RKL),,,,
RL1,Robert Jones And Agnes Hunt Orthopaedic And District Hospital NHS Trust,Robert Jones And Agnes Hunt Orthopaedic And District Hospital NHS Trust,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust (RL1),The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust (RL1),The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust (RL1),The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust (RL1),The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust (RL1),The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust (RL1),The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust - (RL1),The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust
RL4,The Royal Wolverhampton Hospitals NHS Trust,The Royal Wolverhampton Hospitals NHS Trust,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,The Royal Wolverhampton NHS Trust,The Royal Wolverhampton NHS Trust (RL4),The Royal Wolverhampton NHS Trust (RL4),The Royal Wolverhampton NHS Trust (RL4),The Royal Wolverhampton NHS Trust (RL4),The Royal Wolverhampton NHS Trust (RL4),The Royal Wolverhampton NHS Trust (RL4),The Royal Wolverhampton NHS Trust - (RL4),The Royal Wolverhampton NHS Trust,The Royal Wolverhampton NHS Trust
RLN,City Hospitals Sunderland NHS Foundation Trust,City Hospitals Sunderland NHS Foundation Trust,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,City Hospitals Sunderland NHS Foundation Trust,City Hospitals Sunderland NHS Foundation Trust (RLN),City Hospitals Sunderland NHS Foundation Trust (RLN),City Hospitals Sunderland NHS Foundation Trust (RLN),City Hospitals Sunderland NHS Foundation Trust (RLN),City Hospitals Sunderland NHS Foundation Trust (RLN),City Hospitals Sunderland NHS Foundation Trust (RLN),,,
RLQ,Hereford Hospitals NHS Trust,Hereford Hospitals NHS Trust,WYE VALLEY NHS TRUST,WYE VALLEY NHS TRUST,Wye Valley NHS Trust,Wye Valley NHS Trust (RLQ),Wye Valley NHS Trust (RLQ),Wye Valley NHS Trust (RLQ),Wye Valley NHS Trust (RLQ),Wye Valley NHS Trust (RLQ),Wye Valley NHS Trust (RLQ),Wye Valley NHS Trust - (RLQ),Wye Valley NHS Trust,Wye Valley NHS Trust
RLT,George Eliot Hospital NHS Trust,George Eliot Hospital NHS Trust,GEORGE ELIOT HOSPITAL NHS TRUST,GEORGE ELIOT HOSPITAL NHS TRUST,George Eliot Hospital NHS Trust,George Eliot Hospital NHS Trust (RLT),George Eliot Hospital NHS Trust (RLT),George Eliot Hospital NHS Trust (RLT),George Eliot Hospital NHS Trust (RLT),George Eliot Hospital NHS Trust (RLT),George Eliot Hospital NHS Trust (RLT),George Eliot Hospital NHS Trust - (RLT),George Eliot Hospital NHS Trust,George Eliot Hospital NHS Trust
RLU,Birmingham Women's NHS Foundation Trust,Birmingham Women's NHS Foundation Trust,BIRMINGHAM WOMEN's NHS FOUNDATION TRUST,BIRMINGHAM WOMEN's NHS FOUNDATION TRUST,Birmingham Women's NHS Foundation Trust,Birmingham Women's NHS Foundation Trust (RLU),Birmingham Women's NHS Foundation Trust (RLU),Birmingham Women's NHS Foundation Trust (RLU),,,,,,
RLY,North Staffordshire Combined Healthcare NHS Trust,North Staffordshire Combined Healthcare NHS Trust,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,North Staffordshire Combined Healthcare NHS Trust,North Staffordshire Combined Healthcare NHS Trust (RLY),North Staffordshire Combined Healthcare NHS Trust (RLY),North Staffordshire Combined Healthcare NHS Trust (RLY),North Staffordshire Combined Healthcare NHS Trust (RLY),North Staffordshire Combined Healthcare NHS Trust (RLY),North Staffordshire Combined Healthcare NHS Trust (RLY),North Staffordshire Combined Healthcare NHS Trust - (RLY),North Staffordshire Combined Healthcare NHS Trust,North Staffordshire Combined Healthcare NHS Trust
RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,Norfolk And Norwich University Hospitals NHS Foundation Trust,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Norfolk and Norwich University Hospitals NHS Foundation Trust,Norfolk And Norwich University Hospitals NHS Foundation Trust (RM1),Norfolk and Norwich University Hospitals NHS Foundation Trust (RM1),Norfolk and Norwich University Hospitals NHS Foundation Trust (RM1),Norfolk and Norwich University Hospitals NHS Foundation Trust (RM1),Norfolk and Norwich University Hospitals NHS Foundation Trust (RM1),Norfolk and Norwich University Hospitals NHS Foundation Trust (RM1),Norfolk And Norwich University Hospitals NHS Foundation Trust - (RM1),Norfolk And Norwich University Hospitals NHS Foundation Trust,Norfolk and Norwich University Hospitals NHS Foundation Trust
RM2,University Hospital Of South Manchester NHS Foundation Trust,University Hospital Of South Manchester NHS Foundation Trust,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,University Hospital Of South Manchester NHS Foundation Trust,University Hospital Of South Manchester NHS Foundation Trust (RM2),University Hospital Of South Manchester NHS Foundation Trust (RM2),University Hospital Of South Manchester NHS Foundation Trust (RM2),University Hospital Of South Manchester NHS Foundation Trust (RM2),,,,,
RM3,Salford Royal NHS Foundation Trust,Salford Royal NHS Foundation Trust,SALFORD ROYAL NHS FOUNDATION TRUST,SALFORD ROYAL NHS FOUNDATION TRUST,Salford Royal NHS Foundation Trust,Salford Royal NHS Foundation Trust (RM3),Salford Royal NHS Foundation Trust (RM3),Salford Royal NHS Foundation Trust (RM3),Salford Royal NHS Foundation Trust (RM3),Salford Royal NHS Foundation Trust (RM3),Salford Royal NHS Foundation Trust (RM3),Salford Royal NHS Foundation Trust - (RM3),Salford Royal NHS Foundation Trust,Salford Royal NHS Foundation Trust
RM4,Trafford Healthcare NHS Trust,Trafford Healthcare NHS Trust,TRAFFORD HEALTHCARE NHS TRUST,TRAFFORD HEALTHCARE NHS TRUST,,,,,,,,,,
RMC,Royal Bolton Hospital NHS Foundation Trust,Royal Bolton Hospital NHS Foundation Trust,BOLTON NHS FOUNDATION TRUST,BOLTON NHS FOUNDATION TRUST,Bolton NHS Foundation Trust,Bolton NHS Foundation Trust (RMC),Bolton NHS Foundation Trust (RMC),Bolton NHS Foundation Trust (RMC),Bolton NHS Foundation Trust (RMC),Bolton NHS Foundation Trust (RMC),Bolton NHS Foundation Trust (RMC),Bolton NHS Foundation Trust - (RMC),Bolton NHS Foundation Trust,Bolton NHS Foundation Trust
RMP,Tameside Hospital NHS Foundation Trust,Tameside Hospital NHS Foundation Trust,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,Tameside Hospital NHS Foundation Trust,Tameside Hospital NHS Foundation Trust (RMP),Tameside Hospital NHS Foundation Trust (RMP),Tameside Hospital NHS Foundation Trust (RMP),Tameside Hospital NHS Foundation Trust (RMP),Tameside And Glossop Integrated Care NHS Foundation Trust (RMP),Tameside and Glossop Integrated Care NHS Foundation Trust (RMP),Tameside And Glossop Integrated Care NHS Foundation Trust - (RMP),Tameside And Glossop Integrated Care NHS Foundation Trust,Tameside and Glossop Integrated Care NHS Foundation Trust
RMY,Norfolk And Waveney Mental Health NHS Foundation Trust,Norfolk And Waveney Mental Health NHS Foundation Trust,,,,,,,,,,,,
RMY-X,,,,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,Norfolk and Suffolk NHS Foundation Trust,Norfolk And Suffolk NHS Foundation Trust (RMY-X),Norfolk and Suffolk NHS Foundation Trust (RMY-X),Norfolk and Suffolk NHS Foundation Trust (RMY-X),Norfolk and Suffolk NHS Foundation Trust (RMY-X),Norfolk and Suffolk NHS Foundation Trust (RMY-X),Norfolk and Suffolk NHS Foundation Trust (RMY-X),Norfolk And Suffolk NHS Foundation Trust - (RMY-X),,
RN1,Winchester And Eastleigh Healthcare NHS Trust,Winchester And Eastleigh Healthcare NHS Trust,,WINCHESTER AND EASTLEIGH HEALTHCARE NHS TRUST,,,,,,,,,,
RN1-X,,,,,,,,,,,,,,
RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospitals NHS Foundation Trust,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Great Western Hospitals NHS Foundation Trust,Great Western Hospitals NHS Foundation Trust (RN3),Great Western Hospitals NHS Foundation Trust (RN3),Great Western Hospitals NHS Foundation Trust (RN3),Great Western Hospitals NHS Foundation Trust (RN3),Great Western Hospitals NHS Foundation Trust (RN3),Great Western Hospitals NHS Foundation Trust (RN3),Great Western Hospitals NHS Foundation Trust - (RN3),Great Western Hospitals NHS Foundation Trust,Great Western Hospitals NHS Foundation Trust
RN5,Basingstoke And North Hampshire NHS Foundation Trust,Basingstoke And North Hampshire NHS Foundation Trust,,,,,,,,,,,,
RN5-X,,,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Hampshire Hospitals NHS Foundation Trust,Hampshire Hospitals NHS Foundation Trust (RN5-X),Hampshire Hospitals NHS Foundation Trust (RN5-X),Hampshire Hospitals NHS Foundation Trust (RN5-X),Hampshire Hospitals NHS Foundation Trust (RN5-X),Hampshire Hospitals NHS Foundation Trust (RN5-X),Hampshire Hospitals NHS Foundation Trust (RN5-X),Hampshire Hospitals NHS Foundation Trust - (RN5-X),Hampshire Hospitals NHS Foundation Trust,Hampshire Hospitals NHS Foundation Trust
RN5T1,North Hampshire Hospitals NHS Trust Treatment Centre,North Hampshire Hospitals NHS Trust Treatment Centre,NORTH HAMPSHIRE HOSPITALS NHS TRUST TREATMENT CENTRE,NORTH HAMPSHIRE HOSPITALS NHS TRUST TREATMENT CENTRE,North Hampshire Hospitals NHS Trust Treatment Centre,,,,,,,,,
RN7,Dartford And Gravesham NHS Trust,Dartford And Gravesham NHS Trust,,,,,,,,,,,,
RN7-X,,,DARTFORD AND GRAVESHAM NHS TRUST,DARTFORD AND GRAVESHAM NHS TRUST,Dartford and Gravesham NHS Trust,Dartford And Gravesham NHS Trust (RN7-X),Dartford and Gravesham NHS Trust (RN7-X),Dartford and Gravesham NHS Trust (RN7-X),Dartford and Gravesham NHS Trust (RN7-X),Dartford and Gravesham NHS Trust (RN7-X),Dartford and Gravesham NHS Trust (RN7-X),Dartford And Gravesham NHS Trust - (RN7-X),Dartford And Gravesham NHS Trust,Dartford and Gravesham NHS Trust
RNA,The Dudley Group Of Hospitals NHS Foundation Trust,The Dudley Group Of Hospitals NHS Foundation Trust,THE DUDLEY GROUP NHS FOUNDATION TRUST,THE DUDLEY GROUP NHS FOUNDATION TRUST,The Dudley Group NHS Foundation Trust,The Dudley Group NHS Foundation Trust (RNA),The Dudley Group NHS Foundation Trust (RNA),The Dudley Group NHS Foundation Trust (RNA),The Dudley Group NHS Foundation Trust (RNA),The Dudley Group NHS Foundation Trust (RNA),The Dudley Group NHS Foundation Trust (RNA),The Dudley Group NHS Foundation Trust - (RNA),The Dudley Group NHS Foundation Trust,The Dudley Group NHS Foundation Trust
RNH,Newham University Hospital NHS Trust,Newham University Hospital NHS Trust,NEWHAM UNIVERSITY HOSPITAL NHS TRUST,NEWHAM UNIVERSITY HOSPITAL NHS TRUST,,,,,,,,,,
RNJ,Barts And The London NHS Trust,Barts And The London NHS Trust,BARTS AND THE LONDON NHS TRUST,BARTS AND THE LONDON NHS TRUST,,,,,,,,,,
RNL,North Cumbria University Hospitals NHS Trust,North Cumbria University Hospitals NHS Trust,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,North Cumbria University Hospitals NHS Trust,North Cumbria University Hospitals NHS Trust (RNL),North Cumbria University Hospitals NHS Trust (RNL),North Cumbria University Hospitals NHS Trust (RNL),North Cumbria University Hospitals NHS Trust (RNL),North Cumbria University Hospitals NHS Trust (RNL),North Cumbria University Hospitals NHS Trust (RNL),,,
RNN,Cumbria Partnership NHS Foundation Trust,Cumbria Partnership NHS Foundation Trust,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,Cumbria Partnership NHS Foundation Trust,Cumbria Partnership NHS Foundation Trust (RNN),Cumbria Partnership NHS Foundation Trust (RNN),Cumbria Partnership NHS Foundation Trust (RNN),Cumbria Partnership NHS Foundation Trust (RNN),Cumbria Partnership NHS Foundation Trust (RNN),Cumbria Partnership NHS Foundation Trust (RNN),North Cumbria Integrated Care NHS Foundation Trust - (RNN),North Cumbria Integrated Care NHS Foundation Trust,North Cumbria Integrated Care NHS Foundation Trust
RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital NHS Foundation Trust,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital NHS Foundation Trust (RNQ),Kettering General Hospital NHS Foundation Trust (RNQ),Kettering General Hospital NHS Foundation Trust (RNQ),Kettering General Hospital NHS Foundation Trust (RNQ),Kettering General Hospital NHS Foundation Trust (RNQ),Kettering General Hospital NHS Foundation Trust (RNQ),Kettering General Hospital NHS Foundation Trust - (RNQ),Kettering General Hospital NHS Foundation Trust,Kettering General Hospital NHS Foundation Trust
RNS,Northampton General Hospital NHS Trust,Northampton General Hospital NHS Trust,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Northampton General Hospital NHS Trust,Northampton General Hospital NHS Trust (RNS),Northampton General Hospital NHS Trust (RNS),Northampton General Hospital NHS Trust (RNS),Northampton General Hospital NHS Trust (RNS),Northampton General Hospital NHS Trust (RNS),Northampton General Hospital NHS Trust (RNS),Northampton General Hospital NHS Trust - (RNS),Northampton General Hospital NHS Trust,Northampton General Hospital NHS Trust
