ID,Name,National Grouping,Higher Health Authority,Opened,Closed,Address
NVM03,Independent Sector H/c Provider Site - EPSOM DAY SURGERY (EPSOM SQUARE CLINICS) (NVM03),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2013,N/A,THE MEZZANINE FLOOR EPSOM SQUARE EPSOM SURREY KT19 8AG
NW601,Independent Sector H/c Provider Site - THE PRINCESS GRACE HOSPITAL (NW601),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,3/7/2008,N/A,42-52 NOTTINGHAM PLACE LONDON GREATER LONDON W1U 5NY
NW602,Independent Sector H/c Provider Site - THE WELLINGTON HOSPITAL (NW602),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,3/7/2008,N/A,8A WELLINGTON PLACE LONDON GREATER LONDON NW8 9LE
NW603,Independent Sector H/c Provider Site - LISTER HOSPITAL (NW603),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,3/7/2008,N/A,CHELSEA BRIDGE ROAD LONDON GREATER LONDON SW1W 8RH
NW604,Independent Sector H/c Provider Site - THE PORTLAND HOSPITAL FOR WOMEN & CHILDREN (NW604),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,3/7/2008,N/A,209 GREAT PORTLAND STREET LONDON GREATER LONDON W1W 5AH
NW605,Independent Sector H/c Provider Site - LONDON BRIDGE HOSPITAL (NW605),Y56 LONDON COMMISSIONING REGION,QKK NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,3/7/2008,N/A,27 TOOLEY STREET LONDON GREATER LONDON SE1 2PR
NW608,Independent Sector H/c Provider Site - THE HARLEY STREET CLINIC (WEYMOUTH ST) (NW608),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1/10/2009,N/A,35 WEYMOUTH STREET LONDON GREATER LONDON W1G 8BJ
NW612,Independent Sector H/c Provider Site - HCA - 52 ALDERLEY ROAD (NW612),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2014,N/A,52-54 ALDERLEY ROAD WILMSLOW CHESHIRE SK9 1NY
NW616,Independent Sector H/c Provider Site - THE CHRISTIE CLINIC (NW616),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/4/2016,N/A,550 WILMSLOW ROAD MANCHESTER GREATER MANCHESTER M20 4BX
NW931,Independent Sector H/c Provider Site - CLINICENTA SURGICENTRE (NW931),Y55 MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q58 HERTFORDSHIRE AND THE SOUTH MIDLANDS AREA TEAM,1/4/2010,31/10/2013,COREYS MILL LANE STEVENAGE HERTFORDSHIRE SG1 4AB
NWF01,Independent Sector H/c Provider Site - BENENDEN HOSPITAL (NWF01),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2008,N/A,GODDARDS GREEN ROAD BENENDEN CRANBROOK KENT TN17 4AX
NWV01,Independent Sector H/c Provider Site - GP CARE UK (NWV01),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/10/2008,N/A,160 AZTEC WEST ALMONDSBURY BRISTOL BS32 4TU
NWX11,Independent Sector H/c Provider Site - BICS-COMMUNITY (NWX11),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/10/2012,N/A,177 PRESTON ROAD BRIGHTON EAST SUSSEX BN1 6AG
NX501,Independent Sector H/c Provider Site - ANGLIA COMMUNITY EYE SERVICE LTD (NX501),Y61 EAST OF ENGLAND COMMISSIONING REGION,QUE NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,15/10/2008,N/A,CROMWELL ROAD WISBECH CAMBRIDGESHIRE PE14 0SN
NX503,Independent Sector H/c Provider Site - ANGLIA COMMUNITY EYE SERVICE - NEW QUEEN STREET SURGERY (NX503),Y61 EAST OF ENGLAND COMMISSIONING REGION,QUE NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1/10/2012,N/A,THE NEW QUEEN STREET SURGERY SYERS LANE WHITTLESEY PETERBOROUGH CAMBRIDGESHIRE PE7 1AT
NX504,Independent Sector H/c Provider Site - ANGLIA COMMUNITY EYE SERVICES FAKENHAM (NX504),Y61 EAST OF ENGLAND COMMISSIONING REGION,QMM NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1/10/2013,N/A,2 HOLT ROAD FAKENHAM NORFOLK NR21 8BQ
NX507,Independent Sector H/c Provider Site - ANGLIA COMMUNITY EYE SERVICE - THETFORD HEALTHY LIVING CENTRE (NX507),Y61 EAST OF ENGLAND COMMISSIONING REGION,QMM NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1/4/2016,N/A,CROXTON ROAD THETFORD NORFOLK IP24 1JD
NXM01,Independent Sector H/c Provider Site - THE HORDER CENTRE - ST JOHNS ROAD (NXM01),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/10/2008,N/A,ST. JOHNS ROAD CROWBOROUGH EAST SUSSEX TN6 1XP
NXM04,Independent Sector H/c Provider Site - THE MCINDOE CENTRE (NXM04),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/4/2015,N/A,HOLTYE ROAD EAST GRINSTEAD WEST SUSSEX RH19 3EB
NXP02,Independent Sector H/c Provider Site - OLD TOWN SURGERY (NXP02),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2009,N/A,CURIE AVENUE SWINDON WILTSHIRE SN1 4GB
NXP04,Independent Sector H/c Provider Site - HATHAWAY MEDICAL CENTRE (NXP04),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2009,N/A,MIDDLEFIELD ROAD CHIPPENHAM WILTSHIRE SN14 6GT
NXP08,Independent Sector H/c Provider Site - HUGGLESCOTE SURGERY (NXP08),Y60 MIDLANDS COMMISSIONING REGION,"QK1 NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1/4/2011,N/A,151 GRANGE ROAD HUGGLESCOTE COALVILLE LEICESTERSHIRE LE67 2BS
NXP09,Independent Sector H/c Provider Site - SYSTON HEALTH CENTRE (NXP09),Y60 MIDLANDS COMMISSIONING REGION,"QK1 NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1/4/2011,N/A,1330 MELTON ROAD SYSTON LEICESTER LEICESTERSHIRE LE7 2EQ
NXP13,Independent Sector H/c Provider Site - MIDDLEPORT MEDICAL CENTRE (NXP13),Y60 MIDLANDS COMMISSIONING REGION,QNC NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1/4/2011,N/A,NEWPORT LANE STOKE-ON-TRENT STAFFORDSHIRE ST6 3NP
NXP15,Independent Sector H/c Provider Site - GREAT WESTERN HOSPITAL (GWH) (NXP15),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2011,N/A,MARLBOROUGH ROAD SWINDON WILTSHIRE SN3 6BB
NXP16,Independent Sector H/c Provider Site - BERKSHIRE HEALTH - IHG (NXP16),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/4/2012,N/A,11 KENDRICK ROAD READING BERKSHIRE RG1 5DU
NXP17,Independent Sector H/c Provider Site - WHITE HORSE HEALTH CENTRE - IHG (NXP17),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/4/2012,N/A,WESTBURY GROUP PRACTICE MANE WAY WESTBURY LEIGH WESTBURY WILTSHIRE BA13 3FQ
NXP18,Independent Sector H/c Provider Site - BHI PARKSIDE (NXP18),Y60 MIDLANDS COMMISSIONING REGION,QGH NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1/10/2012,N/A,STOURBRIDGE ROAD BROMSGROVE WORCESTERSHIRE B61 0AZ
NXP20,Independent Sector H/c Provider Site - LAWN MEDICAL CENTRE (NXP20),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2013,N/A,GUILDFORD AVENUE SWINDON WILTSHIRE SN3 1JL
NXP21,Independent Sector H/c Provider Site - KINGSKERSWELL HEALTH CENTRE (NXP21),Y58 SOUTH WEST COMMISSIONING REGION,QJK NHS DEVON INTEGRATED CARE BOARD,1/10/2013,N/A,SCHOOL ROAD KINGSKERSWELL NEWTON ABBOT DEVON TQ12 5DJ
NXP27,Independent Sector H/c Provider Site - NORTH COTSWOLDS HOSPITAL (NXP27),Y58 SOUTH WEST COMMISSIONING REGION,QR1 NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1/10/2013,N/A,STOW ROAD MORETON-IN-MARSH GLOUCESTERSHIRE GL56 0DS
NXP30,Independent Sector H/c Provider Site - WIDCOMBE SURGERY (NXP30),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2013,N/A,3-4 WIDCOMBE PARADE WIDCOMBE BATH AVON BA2 4JT
NXP33,Independent Sector H/c Provider Site - FAIRFIELD PARK HEALTH CENTRE (NXP33),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2013,N/A,TYNING LANE CAMDEN ROAD BATH AVON BA1 6EA
NXP37,Independent Sector H/c Provider Site - ASPEN CENTRE (NXP37),Y58 SOUTH WEST COMMISSIONING REGION,QR1 NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1/10/2014,N/A,HORTON ROAD GLOUCESTER GLOUCESTERSHIRE GL1 3PX
NXP40,Independent Sector H/c Provider Site - LITFIELD HOUSE MEDICAL CENTRE (NXP40),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/10/2015,N/A,1 LITFIELD PLACE CLIFTON DOWN BRISTOL AVON BS8 3LS
NXP41,Independent Sector H/c Provider Site - IHG CRAVEN ROAD (NXP41),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/10/2015,N/A,23 CRAVEN ROAD READING BERKSHIRE RG1 5LE
NXP43,Independent Sector H/c Provider Site - MILLSTREAM HOUSE (NXP43),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/4/2018,N/A,AVON APPROACH SALISBURY WILTSHIRE SP1 3SL
NY6,Independent Sector Healthcare Provider - CONNECT HEALTH PAIN SERVICES (NY6),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,5/5/2009,N/A,BIZ HUB LONGFIELDS COURT WHARNCLIFFE BUSINESS PARK BARNSLEY SOUTH YORKSHIRE S71 3GN
NY601,Independent Sector H/c Provider Site - OAKS PARK PRIMARY CARE CENTRE - CONNECT HEALTH PAIN SERVICES LIMITED (NY601),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,5/5/2009,N/A,BIZ HUB LONGFIELDS COURT WHARNCLIFFE BUSINESS PARK BARNSLEY SOUTH YORKSHIRE S71 3GN
NY60C,Independent Sector H/c Provider Site - CROFT SHIFA HEALTH CENTRE - CONNECT HEALTH PAIN SERVICES LIMITED (NY60C),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/4/2016,N/A,BELFIELD ROAD ROCHDALE LANCASHIRE OL16 2UP
NY60M,Independent Sector H/c Provider Site - SCUNTHORPE GENERAL HOSPITAL - CONNECT HEALTH PAIN SERVICES LIMITED (NY60M),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2016,N/A,CLIFF GARDENS SCUNTHORPE SOUTH HUMBERSIDE DN15 7BH
NY60T,Independent Sector H/c Provider Site - LONGFIELDS COURT - CONNECT HEALTH PAIN SERVICES LIMITED (NY60T),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2016,N/A,WHARNCLIFFE BUSINESS PARK BARNSLEY SOUTH YORKSHIRE S71 3GN
NY61G,Independent Sector H/c Provider Site - GEORGE ELIOTT HOSPITAL NHS TRUST - CONNECT HEALTH PAIN SERVICES LIMITED (NY61G),Y60 MIDLANDS COMMISSIONING REGION,QWU NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1/10/2017,N/A,COLLEGE STREET NUNEATON WARWICKSHIRE CV10 7DJ
NY61N,Independent Sector H/c Provider Site - UNION STREET CAR PARK - MOBILE CLINICAL UNIT - CONNECT HEALTH PAIN SERVICES LIMITED (NY61N),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/4/2019,N/A,1 UNION STREET ROCHDALE OL16 1DY
NY62M,Independent Sector H/c Provider Site - HOLME VALLEY MEMORIAL HOSPITAL - CONNECT HEALTH PAIN SERVICES LIMITED (NY62M),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2019,N/A,HUDDERSFIELD ROAD HOLMFIRTH HD9 3TS
NY631,Independent Sector H/c Provider Site - EASTBOURNE HEALTHCARE PARTNERSHIP - CONNECT HEALTH PAIN SERVICES LIMITED (NY631),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/4/2012,N/A,WARTLING ROAD EASTBOURNE EAST SUSSEX BN22 7PF
NY65M,Independent Sector H/c Provider Site - JOHNSON COMMUNITY HOSPITAL - CONNECT HEALTH PAIN SERVICES LIMITED (NY65M),Y60 MIDLANDS COMMISSIONING REGION,QJM NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1/4/2019,N/A,SPALDING ROAD PINCHBECK SPALDING PE11 3DT
NY66M,Independent Sector H/c Provider Site - ST HUGHS HOSPITAL - CONNECT HEALTH PAIN SERVICES LIMITED (NY66M),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2019,N/A,PEAKS LANE GRIMSBY DN32 9RP
NY677,Independent Sector H/c Provider Site - SEVERNFIELDS HEALTH VILLAGE - CONNECT HEALTH PAIN SERVICES LIMITED (NY677),Y60 MIDLANDS COMMISSIONING REGION,"QOC NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1/10/2013,N/A,SEVERN FIELDS HEALTH VILLAGE SUNDORNE ROAD SHREWSBURY SHROPSHIRE SY1 4RQ
NY67L,Independent Sector H/c Provider Site - ROYAL TOBY - CONNECT HEALTH PAIN SERVICES LIMITED (NY67L),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2019,N/A,COUNTY ROAD ORMSKIRK L39 1NN
NY693,Independent Sector H/c Provider Site - SHREWSBURY SPORTS VILLAGE - CONNECT HEALTH PAIN SERVICES LIMITED (NY693),Y60 MIDLANDS COMMISSIONING REGION,"QOC NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1/10/2013,N/A,SHREWSBURY SPORTS VILLAGE SUNDORNE ROAD SHREWSBURY SHROPSHIRE SY1 4RQ
NY69L,Independent Sector H/c Provider Site - SALOP LEISURE - CONNECT HEALTH PAIN SERVICES LIMITED (NY69L),Y60 MIDLANDS COMMISSIONING REGION,"QOC NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1/4/2019,N/A,EMSTREY ATCHAM SHREWSBURY SY5 6QS
NY6D2,Independent Sector H/c Provider Site - OASIS HEALTHCARE - CONNECT HEALTH PAIN SERVICES LIMITED (NY6D2),Y60 MIDLANDS COMMISSIONING REGION,QWU NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1/4/2015,N/A,51 QUINTON PARK CHEYLESMORE COVENTRY WEST MIDLANDS CV3 5PZ
NY6E8,Independent Sector H/c Provider Site - IRISH WORLD HERITAGE CENTRE CONNECT HEALTH PAIN SERVICES LIMITED (NY6E8),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2015,N/A,1 IRISH TOWN WAY OFF QUEENS ROAD MANCHESTER GREATER MANCHESTER M8 0RY
NY6G8,Independent Sector H/c Provider Site - THE HORDER - CROWBOROUGH - CONNECT HEALTH PAIN SERVICES LIMITED (NY6G8),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/4/2016,N/A,THE HORDER CENTRE ST. JOHNS ROAD CROWBOROUGH EAST SUSSEX TN6 1XP
NY6H9,Independent Sector H/c Provider Site - EUSTON HOUSE - CONNECT HEALTH PAIN SERVICES LIMITED (NY6H9),Y60 MIDLANDS COMMISSIONING REGION,"QOC NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1/10/2016,N/A,EUSTON WAY TOWN CENTRE TELFORD TF3 4LY
NYG0A,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - LEN VALLEY PRACTICE (NYG0A),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2016,N/A,GROOM WAY LENHAM MAIDSTONE KENT ME17 2QF
NYG0B,Independent Sector H/c Provider Site - SUSSEX COMMUNITY DERMATOLOGY SERVICE (EAST SURREY HOSPITAL) (NYG0B),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2019,N/A,TRUST HEADQUARTERS EAST SURREY HOSPITAL CANADA AVENUE REDHILL SURREY RH1 5RH
NYG0D,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - THORNHILLS MEDICAL PRACTICE (NYG0D),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2016,N/A,LARKFIELD HEALTH CENTRE MARTIN SQUARE LARKFIELD AYLESFORD KENT ME20 6QJ
NYG0E,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - SNODLAND MEDICAL PRACTICE (NYG0E),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2016,N/A,CATTS ALLEY SNODLAND KENT ME6 5SN
NYG0F,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - LONSDALE MEDICAL CENTRE (NYG0F),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2016,N/A,1 CLANRICARDE GARDENS TUNBRIDGE WELLS KENT TN1 1PE
NYG26,Independent Sector H/c Provider Site - SUSSEX COMMUNITY DERMATOLOGY SERVCE (WORTHING SKIN CLINIC) (NYG26),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/4/2014,N/A,51 CHESSWOOD ROAD WORTHING WEST SUSSEX BN11 2AA
NYG29,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - MAIDSTONE HOSPITAL (NYG29),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2016,N/A,THE MAIDSTONE HOSPITAL HERMITAGE LANE MAIDSTONE KENT ME16 9QQ
NYG30,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - TUNBRIDGE WELLS HOSPITAL (NYG30),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2016,N/A,THE TUNBRIDGE WELLS HOSPITAL TONBRIDGE ROAD PEMBURY TUNBRIDGE WELLS KENT TN2 4QJ
NYG31,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - SEVENOAKS HOSPITAL (NYG31),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2016,N/A,SEVENOAKS HOSPITAL HOSPITAL ROAD SEVENOAKS KENT TN13 3PG
NYG32,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - BOROUGH GREEN MEDICAL PRACTICE (NYG32),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2016,N/A,BOROUGH GREEN MEDICAL PRACTICE QUARRY HILL ROAD BOROUGH GREEN SEVENOAKS KENT TN15 8RQ
NYG39,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - EDENBRIDGE & DISTRICT WAR MEMORIAL HOSPITAL (NYG39),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2018,N/A,EDENBRIDGE & DISTRICT WAR MEMORIAL HOSPITAL MILL HILL EDENBRIDGE KENT TN8 5DA
NYG42,Independent Sector H/c Provider Site - WEST KENT DERMATOLOGY - AMHERST MEDICAL PRACTICE (NYG42),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/3/2019,N/A,AMHERST MEDICAL PRACTICE 21 ST. BOTOLPHS ROAD SEVENOAKS TN13 3AQ
NYW01,Independent Sector H/c Provider Site - ASPEN - THE HOLLY (NYW01),Y61 EAST OF ENGLAND COMMISSIONING REGION,QM7 NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1/4/2009,N/A,HIGH ROAD BUCKHURST HILL ESSEX IG9 5HX
NYW02,Independent Sector H/c Provider Site - ASPEN - PARKSIDE HOSPITAL (NYW02),Y56 LONDON COMMISSIONING REGION,QWE NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1/4/2009,N/A,53 PARKSIDE LONDON GREATER LONDON SW19 5NX
NYW03,Independent Sector H/c Provider Site - ASPEN - HIGHGATE HOSPITAL (NYW03),Y56 LONDON COMMISSIONING REGION,QMJ NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1/4/2009,N/A,17 VIEW ROAD LONDON GREATER LONDON N6 4DJ
NYW04,Independent Sector H/c Provider Site - ASPEN - CLAREMONT HOSPITAL (NYW04),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2011,N/A,401 SANDYGATE ROAD SHEFFIELD SOUTH YORKSHIRE S10 5UB
NYW17,Independent Sector H/c Provider Site - ASPEN HEALTHCARE - MIDLAND EYE (NYW17),Y60 MIDLANDS COMMISSIONING REGION,QHL NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1/10/2012,N/A,50 LODE LANE SOLIHULL WEST MIDLANDS B91 2AW
NYW20,Independent Sector H/c Provider Site - ASPEN - THE CHELMSFORD (NYW20),Y55 MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q79 NHS ENGLAND EAST OF ENGLAND (EAST),1/4/2013,31/03/2019,FENTON HOUSE 85-89 NEW LONDON ROAD CHELMSFORD ESSEX CM2 0PP
P1B7M,Independent Sector H/c Provider Site - SPAMEDICA BRISTOL (P1B7M),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/10/2020,N/A,2ND FLOOR UNIT 11-15 CORUM 2 CORUM OFFICE PARK CROWN WAY WARMLEY BRISTOL GLOUCESTERSHIRE BS30 8FJ
P5Y6K,Independent Sector H/c Provider Site - NEWMEDICA - SHREWSBURY (P5Y6K),Y60 MIDLANDS COMMISSIONING REGION,"QOC NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",1/4/2021,N/A,UNIT 2 ANCHORAGE AVENUE SHREWSBURY BUSINESS PARK SHREWSBURY SY2 6FG
Q1W6P,Independent Sector H/c Provider Site - SPAMEDICA WATFORD (Q1W6P),Y61 EAST OF ENGLAND COMMISSIONING REGION,QM7 NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1/10/2020,N/A,ST. ANDREWS THE BELFRY COLONIAL WAY WATFORD WD24 4WH
Q30,Health Authority (HA) - NORTH EAST STRATEGIC HEALTH AUTHORITY (Q30),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),N/A,1/7/2006,31/03/2013,RIVERSIDE HOUSE GOLDCREST WAY NEWCASTLE UPON TYNE TYNE AND WEAR NE15 8NY
Q31,Health Authority (HA) - NORTH WEST STRATEGIC HEALTH AUTHORITY (Q31),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),N/A,1/7/2006,31/03/2013,FOURTH FLOOR 3 PICCADILY PLACE MANCHESTER GREATER MANCHESTER M1 3BN
Q32,Health Authority (HA) - YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY (Q32),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),N/A,1/7/2006,31/03/2013,BLENHEIM HOUSE DUNCOMBE STREET LEEDS WEST YORKSHIRE LS1 4PL
Q33,Health Authority (HA) - EAST MIDLANDS STRATEGIC HEALTH AUTHORITY (Q33),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),N/A,1/7/2006,31/03/2013,OCTAVIA HOUSE BOSTOCKS LANE SANDIACRE NOTTINGHAM NOTTINGHAMSHIRE NG10 5QG
Q34,Health Authority (HA) - WEST MIDLANDS STRATEGIC HEALTH AUTHORITY (Q34),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),N/A,1/7/2006,31/03/2013,ST. CHADS COURT 213 HAGLEY ROAD BIRMINGHAM WEST MIDLANDS B16 9RG
Q35,Health Authority (HA) - EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY (Q35),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),N/A,1/7/2006,31/03/2013,"2-4 VICTORIA HOUSE CAPITAL PARK, FULBOURN CAMBRIDGE CAMBRIDGESHIRE CB21 5XB"
